Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales
Q,2/15/2020,30026,38311,710032,534207.3548,551639,14783,69154,208965
Q,2/22/2020,26319,37142,739042,768385.0796,520484,17239,62640,182805
Q,2/29/2020,21506,33583,689942,553272.0642,290920,15394,54518,151938
R,1/6/2018,128,343,853,198278.8717,31291,7732,952,60119
R,1/13/2018,528,186,951,286675.2736,4953,6687,468,52635
R,1/20/2018,292,939,460,243901.2666,19376,10156,383,46866
R,1/27/2018,457,557,297,236935.427,30620,5183,284,67650
R,2/3/2018,693,432,271,231544.8019,16380,4805,988,57886
R,2/10/2018,876,886,901,246809.7897,14952,6271,987,38385
R,2/17/2018,327,232,799,359336.6643,44156,6206,159,75538
R,2/24/2018,162,934,278,315063.1198,456,4815,491,69750
R,3/3/2018,407,543,739,239987.4555,4614,4423,110,87166
R,3/10/2018,765,207,223,267966.52,33591,5937,290,97564
R,3/17/2018,22,647,514,264098.5787,4709,5209,119,59809
R,3/24/2018,324,790,390,240475.7265,24198,10358,365,48795
R,3/31/2018,456,356,67,242417.9938,12186,6963,347,90629
R,4/7/2018,415,606,81354,237504.5399,38402,4827,169,38844
R,4/14/2018,240,940,125931,287435.8704,20844,5683,441,52234
R,4/21/2018,912,960,115807,233831.7584,13088,6051,919,73824
R,4/28/2018,913,169,132983,268365.3908,9365,4978,43,66539
R,5/5/2018,255,875,147243,226121.6644,21283,4910,451,59655
R,5/12/2018,698,953,191708,197192.6694,21380,7357,551,86475
R,5/19/2018,486,867,195580,215237.8154,2034,5842,963,71391
R,5/26/2018,25,422,184412,259699.502,6188,5942,755,50346
R,6/2/2018,420,684,150160,189221.7164,21137,6251,933,83257
R,6/9/2018,835,73,136091,213213.1903,34340,6359,131,63954
R,6/16/2018,492,893,122551,191860.4493,17769,6880,381,59935
R,6/23/2018,180,981,134774,224193.9744,11760,7897,747,40999
R,6/30/2018,738,768,161470,210483.6827,15080,6944,712,83217
R,7/7/2018,694,971,218686,184199.3923,12518,5401,647,42166
R,7/14/2018,528,617,247387,262807.5463,56315,5904,413,64028
R,7/21/2018,798,999,197765,199539.8043,40485,8083,338,75338
R,7/28/2018,796,114,212599,208321.84,25309,9582,653,45917
R,8/4/2018,150,726,199163,162695.0294,29177,13003,875,72887
R,8/11/2018,374,304,209479,203178.5622,36061,5040,260,44788
R,8/18/2018,314,487,314562,234457.9307,55982,6512,568,52192
R,8/25/2018,101,741,319235,237371.1278,115438,5452,164,76957
R,9/1/2018,908,688,337372,188484.5477,91602,4670,261,60320
R,9/8/2018,338,910,321873,197041.6854,108692,4661,319,56025
R,9/15/2018,984,51,350395,192073.2737,77839,4187,814,60799
R,9/22/2018,474,142,324065,186301.9712,94980,3283,445,61170
R,9/29/2018,567,444,398645,163721.4903,94699,4655,775,79247
R,10/6/2018,183,307,346708,150294.979,39359,3566,722,101756
R,10/13/2018,263,1243,300713,149047.2332,49567,3865,1100,99184
R,10/20/2018,195,1025,425466,147086.1228,41628,3138,1114,107457
R,10/27/2018,588,1378,369792,155853.1252,43889,2881,1213,85097
R,11/3/2018,80,1338,360181,152442.7693,78489,3297,1452,143764
R,11/10/2018,494,2716,613689,315887.8977,91708,3040,2536,131223
R,11/17/2018,434,2856,975416,310673.3211,125818,2591,2481,141877
R,11/24/2018,193,1586,1059206,315123.4504,283482,2570,1070,286413
R,12/1/2018,712,1129,652023,389661.5823,52952,3608,1169,173544
R,12/8/2018,10082,1250,318498,241574.2099,26395,3089,10435,131782
R,12/15/2018,7521,1261,250595,200362.1188,50060,2444,8448,126777
R,12/22/2018,3165,2131,230241,195943.9442,26271,3036,4415,83086
R,12/29/2018,2196,1857,253247,275753.4844,14937,3366,3999,37484
R,1/5/2019,1687,2008,234760,275228.7223,6943,4016,3259,55830
R,1/12/2019,2699,1781,221583,206161.1541,14966,4484,3771,41163
R,1/19/2019,3011,1555,226737,258505.0624,32089,4838,4269,57178
R,1/26/2019,3650,2216,221958,211286.0004,108363,7173,4538,50599
R,2/2/2019,2885,1141,272095,202853.2943,71827,5752,3530,45950
R,2/9/2019,3137,1481,211666,203920.5935,42838,5679,3496,44875
R,2/16/2019,3817,2802,160499,260549.7355,63285,5757,6566,95425
R,2/23/2019,1430,1214,178630,171157.8496,23159,5479,2519,61602
R,3/2/2019,813,1925,259964,234420.1759,10444,5075,1152,68992
R,3/9/2019,255,1226,259096,219126.5679,16059,5005,1284,56649
R,3/16/2019,204,1546,264971,201563.0917,30140,6882,2164,53705
R,3/23/2019,663,2795,316345,200761.194,33891,5058,2290,65467
R,3/30/2019,393,3695,228388,247205.9595,46816,5892,2895,49263
R,4/6/2019,1323,3781,253470,207175.3191,25289,4924,4379,43412
R,4/13/2019,1630,3444,303121,200788.4068,39882,4968,4361,51873
R,4/20/2019,1486,3601,307234,217860.7821,55787,4183,5464,57532
R,4/27/2019,2647,2999,244559,252964.6924,47729,4258,5049,66445
R,5/4/2019,2905,2832,301465,180560.557,36975,3454,5868,40478
R,5/11/2019,3389,4324,264436,148429.3136,47321,3473,7246,63776
R,5/18/2019,4419,4892,232350,174753.717,69129,3616,9181,48306
R,5/25/2019,5268,3903,305108,170591.985,81551,3510,8882,60766
R,6/1/2019,6386,4559,297242,148702.9524,27329,3984,10147,52880
R,6/8/2019,32503,6813,272791,138661.1964,59704,3697,39812,49570
R,6/15/2019,18259,7211,181016,148541.8059,64544,4324,24992,51974
R,6/22/2019,7970,6086,126057,179144.2613,53594,3958,13427,65730
R,6/29/2019,8174,5995,233027,183784.2953,32377,3918,13951,60360
R,7/6/2019,7675,6758,312423,171511.5274,30617,3903,13129,42093
R,7/13/2019,7111,11422,352447,108698.4359,71300,5415,17596,81926
R,7/20/2019,6146,13542,289116,228201.3801,39086,4840,19749,63740
R,7/27/2019,8758,12462,303914,144168.7645,53881,4534,20901,42756
R,8/3/2019,18870,14399,151050,114053.6161,22079,3373,33327,48489
R,8/10/2019,8775,17244,187158,139232.8265,30237,4467,25668,39860
R,8/17/2019,9476,15970,224999,152079.0742,46994,4472,24482,52663
R,8/24/2019,9463,10852,294879,151021.3521,35370,4381,19705,94348
R,8/31/2019,9270,6496,219782,163795.8307,35645,4408,16044,64057
R,9/7/2019,9442,5601,308524,204441.517,90238,4415,15124,70745
R,9/14/2019,9493,5424,189924,259522.9167,82037,4672,14025,64625
R,9/21/2019,10477,4676,186937,263468.12,150327,3822,14337,48722
R,9/28/2019,13374,6157,332355,155740.5102,408349,3937,19301,65132
R,10/5/2019,3196,7144,346714,224786.4514,106221,4309,8863,101901
R,10/12/2019,3877,4418,301540,239389.0926,112013,3880,7017,85027
R,10/19/2019,5482,4903,271698,213751.4595,96304,5283,9472,133474
R,10/26/2019,4024,4845,541846,209451.5042,87554,4786,8646,103480
R,11/2/2019,4161,5723,582932,192048.0701,93659,4346,9264,91554
R,11/9/2019,4349,7595,1468965,308368.0952,154125,3413,11225,126082
R,11/16/2019,4824,9512,1334805,398665.7557,285371,4449,14650,153744
R,11/23/2019,2964,8635,1127275,216140.5215,567048,4772,11632,143388
R,11/30/2019,3042,6026,1179980,397955.7022,339377,4062,9489,290815
R,12/7/2019,3536,6287,557971,365103.2389,348648,4438,8920,288292
R,12/14/2019,3831,6556,198351,218151.1144,317291,4417,9614,161561
R,12/21/2019,3446,5681,169786,221267.8216,172106,3645,7957,122297
R,12/28/2019,2553,6086,321031,151330.7257,48766,5916,8475,72269
R,1/4/2020,11367,7691,163493,174577.2709,40250,3551,17861,76428
R,1/11/2020,3717,9092,159151,231086.8092,55126,4289,12352,59832
R,1/18/2020,7102,8889,180032,219269.1738,64304,3809,15358,71363
R,1/25/2020,7729,8563,305542,181384.2373,48462,5212,15485,55311
R,2/1/2020,9257,10701,326102,564751.8348,17692,4544,19132,47087
R,2/8/2020,9478,10518,326325,206812.4045,70734,4069,19030,48137
R,2/15/2020,8297,12823,233366,163574.101,131558,3884,20245,100061
R,2/22/2020,6441,12481,255517,235901.3005,126296,4635,18234,109465
R,2/29/2020,5057,10807,251684,169795.3193,69937,4036,15865,56572
S,1/6/2018,774,408,838,889099.7984,200753,59951,442,130263
S,1/13/2018,567,321,434,1286652.231,36025,55763,637,130139
S,1/20/2018,840,248,184,1091641.725,102086,69580,541,142777
S,1/27/2018,990,921,97,1061981.232,163104,55353,2,136745
S,2/3/2018,143,930,972,1037884.719,102480,42803,151,184367
S,2/10/2018,969,137,422,1103693.867,99058,56072,410,128871
S,2/17/2018,543,284,28,1611466.782,256782,60271,473,180916
S,2/24/2018,336,362,382,1409973.772,79,47293,793,188029
S,3/3/2018,692,261,110,1075495.353,21637,52349,19,160430
S,3/10/2018,497,543,966,1199495.411,161197,50573,755,189622
S,3/17/2018,305,924,743,1182191.062,19655,58302,105,170356
S,3/24/2018,939,222,788,1077817.723,163106,56695,943,181108
S,3/31/2018,959,900,492,1085906.703,91409,57585,719,143675
S,4/7/2018,270,231,318172,1065264.382,190152,47158,341,153569
S,4/14/2018,421,481,570143,1289240.942,139472,48298,883,122676
S,4/21/2018,251,724,534018,1047364.04,92746,67364,395,161442
S,4/28/2018,269,604,566218,1203138.525,55472,44427,788,137408
S,5/5/2018,984,850,638803,1014817.204,104424,44861,977,150735
S,5/12/2018,141,104,886314,882727.0655,87679,52724,130,137340
S,5/19/2018,918,50,827124,962851.1841,11641,47855,943,143932
S,5/26/2018,604,28,818982,1161768.851,33047,54390,121,124400
S,6/2/2018,269,860,649038,849323.4433,112548,57491,545,141401
S,6/9/2018,856,229,598510,955171.0138,173326,48512,776,123739
S,6/16/2018,209,224,548916,859646.7156,92113,50063,326,130097
S,6/23/2018,648,249,578419,1002534.607,61899,57743,725,106869
S,6/30/2018,442,105,701494,944827.9735,79228,56616,972,139372
S,7/7/2018,659,586,970105,823486.031,67726,55295,799,107025
S,7/14/2018,252,950,1129542,1177140.731,254116,66762,997,143507
S,7/21/2018,478,273,907913,894485.6584,216982,53314,359,185448
S,7/28/2018,692,964,908953,933882.0852,140554,52907,535,146774
S,8/4/2018,320,982,854793,727935.5497,160874,53787,311,130195
S,8/11/2018,328,20,907549,907820.1979,196657,45798,585,144010
S,8/18/2018,651,636,1283242,1050740.996,318532,47876,448,174516
S,8/25/2018,304,453,1363270,1064457.874,582939,56419,270,197217
S,9/1/2018,375,116,1464960,843020.1288,457953,47624,961,149681
S,9/8/2018,61,828,1414918,883665.3362,514825,41040,726,146379
S,9/15/2018,518,911,1517961,859722.0966,416424,33059,220,174770
S,9/22/2018,92,772,1466306,832291.8509,422608,21605,48,169309
S,9/29/2018,894,425,1841482,734019.199,400474,24438,854,197844
S,10/6/2018,209,1835,1809267,674646.2575,191989,23052,1911,209136
S,10/13/2018,990,2490,1435627,668735.0866,227580,24698,2674,212369
S,10/20/2018,261,2713,1957770,658103.9006,209652,24031,2565,236241
S,10/27/2018,566,2734,1775842,695512.8327,212527,20510,2444,226693
S,11/3/2018,799,3939,1852895,682477.8036,321338,20794,3586,294416
S,11/10/2018,411,9201,3213254,1415511.646,489132,22425,9146,474602
S,11/17/2018,588,6452,4821305,1390119.542,682288,16275,6614,521883
S,11/24/2018,1176,4277,5406953,1414197.976,1327308,17984,5332,782038
S,12/1/2018,2994,2504,3525481,1748469.175,266985,23138,5130,635903
S,12/8/2018,28290,3408,1669572,1081768.953,130059,23062,30473,468785
S,12/15/2018,23856,4854,1183837,897683.7391,246679,15591,27299,469091
S,12/22/2018,12037,4324,1066170,876718.2064,101094,16927,15898,255907
S,12/29/2018,11609,5443,1120806,1234393.263,63474,24564,15253,131358
S,1/5/2019,7996,5175,1040324,1232867.252,25853,27094,12549,163143
S,1/12/2019,12292,4096,961536,924087.9046,73963,43590,15645,139200
S,1/19/2019,13557,2616,1049125,1160337.799,168299,47257,16276,168731
S,1/26/2019,14223,4236,1020613,944342.4231,567041,51123,17381,149081
S,2/2/2019,8996,3176,1146236,908429.8019,422440,44504,12277,198546
S,2/9/2019,11758,3450,1014122,912094.0594,210689,44605,14617,144358
S,2/16/2019,17240,5492,754364,1165956.106,250625,43197,22777,238452
S,2/23/2019,6420,4647,828108,765738.1274,99463,37067,10082,175225
S,3/2/2019,265,5022,1190204,1051347.609,53828,38626,4956,149818
S,3/9/2019,760,4538,1174750,980328.5191,80240,38932,4536,157796
S,3/16/2019,796,5259,1210186,901462.6768,152189,55258,5481,184149
S,3/23/2019,659,9791,1468077,900498.1583,228836,40616,10251,183026
S,3/30/2019,28,12044,953231,1105871.269,288145,43661,12087,191666
S,4/6/2019,4071,12352,978043,926167.6502,116779,32428,16244,150606
S,4/13/2019,4409,10927,1450227,898363.9844,232776,33484,14569,153121
S,4/20/2019,7798,12591,1429855,976132.6626,319706,26758,19584,178280
S,4/27/2019,10224,9221,1151823,1134010.765,295206,28969,18202,174211
S,5/4/2019,13840,9823,1433420,808535.7478,182893,22579,23311,177366
S,5/11/2019,15946,12897,1244984,663838.3611,244103,23588,27645,195019
S,5/18/2019,17870,14952,999621,783527.9521,361072,20664,32381,139431
S,5/25/2019,18121,12620,1408706,761180.063,404524,20963,30642,170539
S,6/1/2019,22689,15787,1297607,666266.1863,135344,24028,38102,163321
S,6/8/2019,89793,21596,1202305,618882.04,327074,27573,111164,123843
S,6/15/2019,60770,24265,864746,665478.0154,365296,30283,85296,185621
S,6/22/2019,29468,22137,564502,800547.5449,326537,23352,50178,187728
S,6/29/2019,31258,20830,1065617,824021.1088,204273,21511,51633,150018
S,7/6/2019,28438,20587,1395819,768172.5177,182755,21012,47939,129794
S,7/13/2019,26374,36458,1632862,485069.3628,448121,32412,63156,206057
S,7/20/2019,25072,48268,1347856,1021618.778,244462,30299,72410,200070
S,7/27/2019,35286,40379,1376896,647075.6994,302922,37142,74625,129231
S,8/3/2019,64652,50629,672921,509468.8802,125550,21273,114400,170237
S,8/10/2019,35326,56097,836252,623551.2458,168037,21759,91812,118171
S,8/17/2019,36557,54319,993257,679675.3362,254484,22417,89926,172273
S,8/24/2019,36955,38479,1281214,674695.4945,182041,23781,75092,239471
S,8/31/2019,33572,21813,927819,733252.5508,178033,22262,54889,186506
S,9/7/2019,35434,20650,1299425,913557.8189,418492,18140,55694,209687
S,9/14/2019,35467,14747,771367,1162989.104,375156,20564,49461,237698
S,9/21/2019,35061,13785,782267,1178815.31,631776,19202,49290,164711
S,9/28/2019,42814,19132,1453780,697606.1747,1709348,19823,62311,176630
S,10/5/2019,12865,22975,1603799,1008121.689,509038,18997,35783,363652
S,10/12/2019,9941,14274,1326140,1073281.45,581963,17901,24071,271341
S,10/19/2019,17020,14974,1230967,956269.0543,491902,21710,31573,296358
S,10/26/2019,14975,14896,2353175,939532.8634,468877,21227,29479,253603
S,11/2/2019,15667,18038,2941386,860353.7225,505260,19146,33175,289374
S,11/9/2019,15558,24512,5638560,1384110.654,822771,18144,40005,481653
S,11/16/2019,16770,35683,6404605,1787183.168,1257386,18054,51821,506745
S,11/23/2019,11223,30269,5326605,968043.7122,2516489,20399,41664,536810
S,11/30/2019,12640,22132,5978991,1784563.237,1432277,19234,33993,892027
S,12/7/2019,11920,19635,2701190,1636389.899,1580777,18227,31490,926851
S,12/14/2019,11986,21853,910032,977355.8148,1484472,13968,33913,703892
S,12/21/2019,10981,18235,710699,989463.3421,620339,12735,28255,424398
S,12/28/2019,10277,21956,1481058,676854.2982,236336,20641,32231,218710
S,1/4/2020,41019,27082,728832,781197.9419,208919,20096,67199,263834
S,1/11/2020,11952,31283,660420,1037138.092,298313,22413,43005,191310
S,1/18/2020,24015,29505,768741,982781.8291,332007,23497,52843,215985
S,1/25/2020,31610,28780,1296350,812301.8397,263070,23428,59331,162724
S,2/1/2020,38844,34276,1447904,2533715.512,95613,21997,72410,184597
S,2/8/2020,36130,35509,1508659,927912.8443,375670,18657,70676,168164
S,2/15/2020,33989,42433,1083761,734002.9143,679693,20511,75290,316953
S,2/22/2020,29739,41535,1101957,1056773.381,636102,22710,69930,274993
S,2/29/2020,23787,37234,1072157,761683.0992,331702,18649,60574,206180
T,1/6/2018,866,525,642,132521.1736,26827,7944,698,26453
T,1/13/2018,185,33,781,190507.69,5300,6797,805,23269
T,1/20/2018,369,707,533,161844.2029,19059,6795,631,28198
T,1/27/2018,627,697,559,157699.1318,32097,4098,475,24580
T,2/3/2018,850,744,94,153909.196,17174,4721,530,22541
T,2/10/2018,162,203,338,164304.2356,14800,4103,839,19899
T,2/17/2018,771,11,32,239182.4149,46185,3785,482,34443
T,2/24/2018,360,375,786,209655.3587,888,4381,564,28853
T,3/3/2018,758,188,507,159410.4109,4147,4274,970,21772
T,3/10/2018,820,283,683,177531.7136,37309,4438,236,26627
T,3/17/2018,776,144,134,175363.1319,7286,4345,313,23240
T,3/24/2018,388,507,822,160065.2348,23285,4470,988,22503
T,3/31/2018,596,375,272,161570.8282,10278,4775,557,24118
T,4/7/2018,568,766,33311,157737.9974,38993,5102,149,18440
T,4/14/2018,214,518,51745,191215.3746,23349,4074,35,26692
T,4/21/2018,851,530,51113,155674.1291,14201,4891,86,22972
T,4/28/2018,671,162,56666,178299.4841,9227,3761,966,25081
T,5/5/2018,44,773,66836,150228.385,20380,4405,757,29869
T,5/12/2018,210,423,88854,131478.7279,16674,3686,459,30353
T,5/19/2018,2,390,89052,142866.5156,2037,3966,556,25004
T,5/26/2018,348,966,85438,172357.926,8215,4963,869,25035
T,6/2/2018,957,579,68704,126189.7386,23532,5401,869,31895
T,6/9/2018,809,973,62796,141495.5765,32156,5007,395,30482
T,6/16/2018,416,785,59991,127269.6276,17750,4497,524,33122
T,6/23/2018,645,88,70213,148974.0187,13830,4792,627,21784
T,6/30/2018,235,817,78221,139981.601,16823,5325,786,36799
T,7/7/2018,822,448,109275,122086.8798,14371,4493,635,21092
T,7/14/2018,682,824,117691,174268.9017,96944,4007,740,32409
T,7/21/2018,216,71,95683,133280.1486,53895,3268,100,38739
T,7/28/2018,495,566,97004,138270.801,27069,4123,239,28446
T,8/4/2018,315,407,90167,108518.8146,32637,3998,95,20822
T,8/11/2018,681,690,95833,134983.6981,41134,3898,216,20377
T,8/18/2018,393,344,146327,156371.2466,48342,3809,689,26254
T,8/25/2018,142,720,147959,157614.1199,111021,3964,923,41786
T,9/1/2018,245,629,160442,125031.698,79789,3602,491,37157
T,9/8/2018,759,484,155987,130827.7957,92996,3494,300,29411
T,9/15/2018,929,654,168053,127352.4857,72701,4075,520,33765
T,9/22/2018,791,492,158506,124120.208,81213,3240,457,32243
T,9/29/2018,563,141,197399,108750.2383,82974,6483,93,35649
T,10/6/2018,89,1041,199417,100058.2971,37171,3527,454,39436
T,10/13/2018,543,1200,168359,99808.21363,49108,2743,331,45246
T,10/20/2018,911,1112,235713,97439.79226,44583,3382,363,52496
T,10/27/2018,431,1193,225893,103934.3383,53660,2942,1054,41592
T,11/3/2018,124,391,190160,101428.2785,86457,2769,776,53764
T,11/10/2018,606,1770,292366,209598.6591,97515,2381,2275,82763
T,11/17/2018,871,1319,445929,206785.6781,151210,2659,1488,96196
T,11/24/2018,813,739,515071,209447.3115,286510,2332,1324,174932
T,12/1/2018,771,344,294883,259038.6393,59934,2167,906,110952
T,12/8/2018,4862,1155,125986,160105.9621,40275,2125,5772,63695
T,12/15/2018,3968,1789,98672,133237.3016,72798,1876,4554,64617
T,12/22/2018,1326,1790,99845,129766.6985,28851,2265,1780,34003
T,12/29/2018,1738,712,103402,183222.7844,25183,3599,1887,30505
T,1/5/2019,1610,1400,96276,183248.7588,13166,2462,2403,32044
T,1/12/2019,1774,727,87676,137142.793,21462,2804,2271,23861
T,1/19/2019,1577,801,94831,171963.2091,40948,4135,1904,31104
T,1/26/2019,1039,844,91864,139890.2421,109574,5030,1621,21993
T,2/2/2019,912,503,110933,134665.6331,81228,3798,1698,25836
T,2/9/2019,1798,857,87568,135902.452,46374,3197,1956,24536
T,2/16/2019,1720,1622,84851,173258.5142,61222,2944,3332,37523
T,2/23/2019,986,1300,73186,113689.9918,21641,2973,1546,25074
T,3/2/2019,907,749,108363,155893.9862,11799,3229,1344,25079
T,3/9/2019,248,533,116034,145735.2026,16435,3837,1202,24019
T,3/16/2019,72,1540,118218,133570.2073,30260,4348,982,30789
T,3/23/2019,905,2030,146136,133356.982,35149,3858,1724,33670
T,3/30/2019,408,2783,111270,163882.4511,44338,3507,2687,25285
T,4/6/2019,215,2938,118076,137246.0728,20078,3145,3399,26634
T,4/13/2019,272,2938,146505,133507.874,30929,4473,2841,23339
